UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
519.0,40.0,,,57437.0,,True,Students,Rural,TikTok,41.0,6.0,7235.0,Gaming,10.0,6361.0,2.0,19.0,34.0,53.0,,9.0,1.0,Boredom,Tablet,Windows,7:45 AM,10.0,0.0,At home,Mobile Data
520.0,34.0,Male,,97872.0,1.0,False,Students,Urban,TikTok,83.0,1.0,7973.0,Life Hacks,,615.0,3.0,13.0,27.0,24.0,,6.0,4.0,Boredom,Tablet,Windows,7:25 PM,,2.0,At work,Wi-Fi
,43.0,Male,Germany,94878.0,1.0,True,Engineer,Rural,TikTok,,6.0,6611.0,Vlogs,4.0,8062.0,7.0,12.0,10.0,56.0,,2.0,8.0,Entertainment,Smartphone,Android,,4.0,6.0,At school,Mobile Data
522.0,25.0,Other,India,92982.0,1.0,False,Labor/Worker,Rural,YouTube,78.0,18.0,601.0,Life Hacks,23.0,5977.0,1.0,3.0,30.0,62.0,,7.0,3.0,Entertainment,Smartphone,Android,,,1.0,At school,Wi-Fi
523.0,46.0,invalid,India,70583.0,1.0,True,,Urban,,146.0,,4285.0,Trends,2.0,9780.0,7.0,6.0,45.0,34.0,,6.0,4.0,Habit,Computer,Windows,7:25 PM,8.0,2.0,At school,Mobile Data
524.0,43.0,Male,India,58392.0,1.0,False,Teacher,Rural,,109.0,15.0,9181.0,Jokes/Memes,3.0,6984.0,6.0,,20.0,22.0,,7.0,3.0,Entertainment,Smartphone,,3:55 PM,9.0,1.0,At school,Mobile Data
525.0,27.0,Other,United States,27461.0,0.0,True,Artist,Urban,TikTok,155.0,8.0,4484.0,Jokes/Memes,7.0,,8.0,4.0,29.0,68.0,,6.0,4.0,Habit,Smartphone,iOS,7:25 PM,8.0,2.0,At home,Mobile Data
526.0,43.0,Male,India,30516.0,0.0,False,Waiting staff,Rural,Instagram,,19.0,5902.0,Life Hacks,23.0,,7.0,13.0,29.0,57.0,,9.0,1.0,Boredom,Smartphone,iOS,7:45 AM,10.0,0.0,At home,Mobile Data
527.0,51.0,Male,Pakistan,invalid,1.0,True,Students,Rural,Facebook,71.0,16.0,6130.0,,16.0,5781.0,4.0,19.0,23.0,10.0,,6.0,4.0,Procrastination,Smartphone,iOS,7:25 PM,8.0,invalid,At work,Mobile Data
528.0,58.0,Other,Japan,37514.0,0.0,False,Engineer,Rural,,194.0,6.0,1755.0,Trends,10.0,944.0,3.0,18.0,21.0,66.0,,7.0,3.0,Habit,Smartphone,iOS,3:55 PM,9.0,1.0,,Wi-Fi
529.0,24.0,Male,India,56268.0,1.0,True,Artist,Urban,Instagram,38.0,6.0,2465.0,Comedy,19.0,9114.0,3.0,29.0,48.0,8.0,,2.0,8.0,Habit,Computer,Android,11:30 PM,4.0,6.0,At school,Mobile Data
530.0,21.0,Female,Japan,56788.0,1.0,True,Waiting staff,Rural,Instagram,123.0,3.0,4483.0,Gaming,28.0,7078.0,4.0,3.0,43.0,97.0,,2.0,8.0,Boredom,Smartphone,MacOS,11:30 PM,4.0,6.0,At work,Wi-Fi
531.0,62.0,Male,,95749.0,1.0,True,Artist,Rural,YouTube,152.0,10.0,9687.0,Entertainment,17.0,1746.0,,20.0,10.0,38.0,,2.0,8.0,Procrastination,Tablet,Android,11:30 PM,4.0,6.0,At school,Wi-Fi
532.0,28.0,Female,Indonesia,81049.0,1.0,True,Cashier,Rural,Instagram,129.0,1.0,9045.0,Pranks,28.0,5783.0,9.0,6.0,41.0,62.0,,7.0,3.0,Procrastination,Smartphone,Android,3:55 PM,9.0,1.0,At home,Mobile Data
533.0,46.0,Male,India,82493.0,1.0,False,Labor/Worker,Rural,TikTok,179.0,14.0,7401.0,Jokes/Memes,19.0,9751.0,2.0,16.0,,,,2.0,8.0,invalid,Smartphone,Windows,invalid,4.0,6.0,At work,Mobile Data
534.0,53.0,Female,United States,56027.0,1.0,True,Students,Rural,YouTube,166.0,4.0,6807.0,Vlogs,5.0,6907.0,5.0,20.0,30.0,10.0,,2.0,8.0,Entertainment,Smartphone,invalid,11:30 PM,4.0,6.0,At home,Mobile Data
invalid,42.0,Other,India,62849.0,1.0,False,Cashier,Rural,YouTube,269.0,12.0,8644.0,Gaming,23.0,9275.0,1.0,24.0,33.0,45.0,,2.0,8.0,Habit,Computer,Android,11:30 PM,4.0,6.0,At home,Wi-Fi
536.0,38.0,Male,Indonesia,37858.0,0.0,True,Manager,Rural,,91.0,6.0,7397.0,Life Hacks,20.0,8625.0,4.0,,18.0,65.0,,2.0,8.0,Entertainment,Tablet,Android,11:30 PM,4.0,6.0,,Mobile Data
537.0,53.0,Female,Philippines,99003.0,1.0,,driver,Rural,invalid,251.0,11.0,7339.0,Trends,,invalid,invalid,12.0,14.0,98.0,,7.0,3.0,Procrastination,Smartphone,Android,3:55 PM,9.0,1.0,At school,Mobile Data
538.0,27.0,Male,invalid,,1.0,True,driver,Rural,Instagram,181.0,12.0,9951.0,ASMR,13.0,1089.0,8.0,19.0,22.0,67.0,,2.0,8.0,Boredom,Smartphone,Android,11:30 PM,4.0,6.0,At home,invalid
539.0,54.0,Male,India,59758.0,1.0,False,Students,Rural,YouTube,240.0,10.0,5242.0,Life Hacks,11.0,2957.0,4.0,19.0,21.0,9.0,,7.0,3.0,Boredom,Tablet,Android,3:55 PM,9.0,1.0,At work,Mobile Data
540.0,26.0,Other,India,74312.0,1.0,True,Artist,Rural,Facebook,,18.0,7395.0,Gaming,11.0,2612.0,5.0,24.0,1.0,5.0,,7.0,3.0,Boredom,,MacOS,3:55 PM,9.0,1.0,At school,Mobile Data
541.0,41.0,Male,Japan,88670.0,1.0,False,Students,Urban,TikTok,84.0,7.0,6438.0,Trends,16.0,6047.0,4.0,,49.0,10.0,,7.0,3.0,Habit,Computer,Android,3:55 PM,9.0,1.0,Commuting,Wi-Fi
542.0,52.0,Male,Indonesia,35434.0,0.0,True,Waiting staff,Rural,Instagram,279.0,7.0,4696.0,Trends,15.0,6249.0,5.0,1.0,43.0,12.0,,2.0,8.0,Habit,Computer,Android,11:30 PM,4.0,6.0,At work,Mobile Data
543.0,52.0,Male,Japan,84047.0,1.0,False,,Urban,Instagram,123.0,11.0,2589.0,Trends,17.0,3759.0,5.0,,15.0,82.0,,2.0,8.0,Boredom,Tablet,iOS,11:30 PM,4.0,6.0,At school,Wi-Fi
544.0,,Other,Philippines,67775.0,1.0,True,Students,Rural,,71.0,4.0,1783.0,Jokes/Memes,22.0,7718.0,5.0,,36.0,58.0,,2.0,8.0,Habit,Smartphone,iOS,11:30 PM,4.0,invalid,At home,Mobile Data
545.0,35.0,Other,United States,95769.0,1.0,False,Manager,Rural,Instagram,111.0,1.0,5948.0,Pranks,18.0,4263.0,3.0,26.0,47.0,21.0,,6.0,4.0,Habit,Smartphone,Windows,7:25 PM,8.0,,Commuting,Mobile Data
546.0,56.0,Female,India,86677.0,1.0,True,Labor/Worker,Rural,invalid,219.0,13.0,6595.0,Jokes/Memes,28.0,1902.0,7.0,,22.0,21.0,,6.0,4.0,Habit,Tablet,Windows,7:25 PM,8.0,2.0,,Mobile Data
547.0,49.0,Female,,65734.0,1.0,False,Waiting staff,Urban,Instagram,264.0,18.0,3521.0,Comedy,19.0,2567.0,3.0,13.0,32.0,65.0,,7.0,invalid,Habit,Tablet,MacOS,3:55 PM,9.0,1.0,At school,Mobile Data
,41.0,Female,United States,60603.0,1.0,True,Students,Rural,Instagram,29.0,9.0,9972.0,,4.0,8075.0,2.0,2.0,46.0,3.0,,7.0,3.0,Boredom,Tablet,Android,3:55 PM,9.0,,At school,Mobile Data
549.0,40.0,Other,India,96708.0,1.0,False,Manager,Rural,,67.0,9.0,3219.0,Life Hacks,22.0,2994.0,3.0,,33.0,69.0,,7.0,3.0,Boredom,Smartphone,Android,3:55 PM,9.0,1.0,At school,Mobile Data
550.0,49.0,Male,United States,88803.0,1.0,True,Cashier,Urban,Facebook,121.0,9.0,3758.0,Vlogs,22.0,5229.0,3.0,22.0,41.0,89.0,,3.0,7.0,,Smartphone,Windows,11:30 PM,5.0,5.0,At home,Wi-Fi
551.0,54.0,Male,Japan,59332.0,1.0,True,driver,Rural,TikTok,205.0,10.0,4017.0,Vlogs,23.0,2010.0,,24.0,invalid,64.0,,3.0,7.0,Procrastination,Tablet,Android,11:30 PM,5.0,5.0,At school,Wi-Fi
552.0,29.0,Male,,41312.0,0.0,True,Labor/Worker,Rural,TikTok,101.0,2.0,2838.0,ASMR,5.0,7377.0,4.0,16.0,23.0,49.0,,6.0,4.0,Boredom,Tablet,iOS,7:25 PM,8.0,,At home,Wi-Fi
553.0,30.0,Male,Philippines,64179.0,1.0,True,Engineer,Rural,,61.0,6.0,6001.0,Comedy,,830.0,3.0,12.0,43.0,72.0,,3.0,7.0,Entertainment,Computer,iOS,11:30 PM,5.0,5.0,At home,Mobile Data
554.0,40.0,Other,Vietnam,91442.0,1.0,False,Teacher,Rural,Instagram,17.0,15.0,7035.0,Gaming,2.0,48.0,5.0,1.0,2.0,17.0,,7.0,3.0,Procrastination,Tablet,iOS,3:55 PM,9.0,1.0,At home,Wi-Fi
555.0,42.0,Male,Vietnam,60379.0,1.0,True,Students,Rural,TikTok,107.0,3.0,7310.0,Entertainment,1.0,4210.0,4.0,9.0,2.0,73.0,,6.0,,Boredom,Tablet,Android,7:25 PM,8.0,2.0,At home,Mobile Data
556.0,52.0,Male,Vietnam,37297.0,0.0,False,Cashier,Urban,Instagram,245.0,invalid,4240.0,Jokes/Memes,,1178.0,9.0,17.0,38.0,,,7.0,3.0,Habit,Tablet,MacOS,3:55 PM,9.0,1.0,At work,Mobile Data
557.0,58.0,Male,Philippines,22011.0,0.0,True,Manager,Urban,TikTok,78.0,6.0,4429.0,Jokes/Memes,10.0,5768.0,8.0,10.0,29.0,70.0,,7.0,3.0,Entertainment,Smartphone,iOS,3:55 PM,9.0,,At work,invalid
558.0,47.0,Female,,64014.0,1.0,False,Labor/Worker,Rural,TikTok,54.0,3.0,9612.0,Entertainment,8.0,7878.0,7.0,18.0,46.0,21.0,,7.0,3.0,Habit,,Android,3:55 PM,9.0,1.0,Commuting,Mobile Data
559.0,34.0,Female,invalid,31738.0,0.0,True,Students,Urban,YouTube,146.0,11.0,4151.0,Pranks,1.0,70.0,8.0,19.0,3.0,7.0,,7.0,3.0,Boredom,Smartphone,Android,3:55 PM,9.0,1.0,At school,Mobile Data
560.0,37.0,Male,Philippines,67498.0,1.0,False,Cashier,Urban,Facebook,243.0,15.0,9523.0,,12.0,7686.0,5.0,7.0,39.0,7.0,,9.0,1.0,Habit,Computer,Android,7:45 AM,10.0,0.0,At work,Mobile Data
561.0,42.0,Female,Vietnam,31120.0,0.0,True,Waiting staff,Rural,Facebook,41.0,13.0,1447.0,Pranks,2.0,7879.0,4.0,25.0,7.0,27.0,,3.0,7.0,Habit,Smartphone,Android,11:30 PM,5.0,5.0,At work,Wi-Fi
562.0,39.0,Male,Indonesia,28767.0,0.0,False,Waiting staff,Rural,TikTok,298.0,invalid,9633.0,Gaming,27.0,5455.0,7.0,19.0,36.0,8.0,,3.0,7.0,Habit,Smartphone,Android,11:30 PM,5.0,5.0,At home,Wi-Fi
563.0,30.0,Male,Philippines,42852.0,0.0,True,driver,Rural,YouTube,135.0,6.0,6469.0,Trends,28.0,8258.0,1.0,24.0,29.0,73.0,,6.0,4.0,Entertainment,Tablet,Android,7:25 PM,8.0,2.0,Commuting,Mobile Data
564.0,36.0,Male,Germany,99239.0,1.0,False,Students,invalid,Instagram,76.0,15.0,,invalid,10.0,5612.0,6.0,15.0,37.0,28.0,,7.0,,Procrastination,Smartphone,Android,3:55 PM,9.0,1.0,At work,Mobile Data
565.0,53.0,Male,India,20929.0,0.0,,Students,Rural,Instagram,39.0,18.0,,Vlogs,22.0,5769.0,8.0,9.0,49.0,79.0,,7.0,3.0,Procrastination,Smartphone,MacOS,3:55 PM,9.0,1.0,At home,Mobile Data
566.0,29.0,Female,Vietnam,97487.0,1.0,invalid,driver,Rural,TikTok,123.0,18.0,invalid,Comedy,17.0,1777.0,7.0,10.0,36.0,66.0,,,7.0,Habit,Smartphone,Android,11:30 PM,5.0,5.0,,Mobile Data
567.0,58.0,Other,Barzil,37438.0,0.0,,Teacher,Rural,Facebook,213.0,7.0,865.0,Jokes/Memes,26.0,7380.0,2.0,23.0,23.0,71.0,,5.0,5.0,Habit,Smartphone,Android,3:55 PM,7.0,3.0,At home,Wi-Fi
568.0,36.0,Other,,68515.0,1.0,False,Students,Rural,YouTube,38.0,15.0,6861.0,Trends,,2228.0,7.0,20.0,45.0,47.0,,5.0,5.0,Boredom,,Android,3:55 PM,7.0,3.0,At school,Mobile Data
569.0,29.0,Male,India,25744.0,0.0,True,Manager,Rural,Facebook,140.0,18.0,8664.0,Vlogs,7.0,9981.0,6.0,20.0,16.0,82.0,,,5.0,Boredom,Smartphone,Android,3:55 PM,invalid,3.0,At work,Mobile Data
570.0,26.0,,United States,,1.0,False,Students,Rural,Instagram,194.0,18.0,6218.0,Jokes/Memes,12.0,8804.0,5.0,4.0,48.0,,,1.0,9.0,Procrastination,Smartphone,Android,11:30 PM,3.0,7.0,At work,Wi-Fi
571.0,24.0,Male,India,27069.0,0.0,True,Students,Rural,Facebook,262.0,9.0,5673.0,Life Hacks,8.0,9814.0,4.0,6.0,31.0,10.0,,1.0,9.0,Habit,Smartphone,Windows,11:30 PM,3.0,7.0,At home,Mobile Data
572.0,45.0,Female,India,62359.0,1.0,True,,Rural,Instagram,295.0,2.0,1503.0,Jokes/Memes,20.0,8888.0,1.0,,34.0,33.0,,1.0,9.0,Habit,,Android,11:30 PM,invalid,7.0,At home,Mobile Data
573.0,31.0,Male,Pakistan,39799.0,0.0,True,Waiting staff,Rural,YouTube,71.0,8.0,4685.0,Jokes/Memes,12.0,6746.0,2.0,5.0,1.0,7.0,,,5.0,Procrastination,Smartphone,MacOS,3:55 PM,7.0,3.0,At home,Wi-Fi
574.0,48.0,Female,Japan,90188.0,1.0,True,Waiting staff,Rural,YouTube,12.0,2.0,1411.0,Gaming,3.0,6391.0,7.0,9.0,18.0,3.0,,1.0,9.0,Boredom,Smartphone,Android,11:30 PM,3.0,7.0,At home,Wi-Fi
575.0,36.0,Female,India,,0.0,False,,Urban,TikTok,77.0,11.0,3771.0,Jokes/Memes,17.0,9429.0,,12.0,40.0,14.0,,4.0,6.0,Boredom,,MacOS,7:25 PM,6.0,4.0,At school,Mobile Data
576.0,64.0,Male,Germany,,1.0,True,Students,Rural,TikTok,34.0,7.0,4660.0,Pranks,28.0,2406.0,5.0,23.0,43.0,44.0,,1.0,9.0,invalid,Tablet,Android,11:30 PM,3.0,7.0,At work,Mobile Data
577.0,33.0,Female,India,57226.0,1.0,False,Teacher,Rural,Facebook,188.0,6.0,4002.0,Life Hacks,9.0,8440.0,8.0,8.0,15.0,46.0,,,6.0,Habit,Smartphone,Windows,7:25 PM,6.0,4.0,,
578.0,22.0,Male,Philippines,92127.0,1.0,True,Waiting staff,Rural,YouTube,150.0,10.0,3484.0,Pranks,10.0,637.0,,21.0,48.0,61.0,,5.0,5.0,Habit,Smartphone,Android,3:55 PM,invalid,3.0,At school,Mobile Data
579.0,52.0,Other,Mexico,97362.0,1.0,False,Labor/Worker,Rural,YouTube,240.0,invalid,4563.0,,22.0,8090.0,6.0,5.0,49.0,36.0,,5.0,5.0,Habit,Smartphone,MacOS,3:55 PM,7.0,3.0,At work,Mobile Data
,29.0,Male,Japan,46417.0,0.0,True,Students,Rural,TikTok,,11.0,599.0,Pranks,6.0,949.0,5.0,29.0,17.0,13.0,,5.0,5.0,Entertainment,Smartphone,Windows,3:55 PM,7.0,3.0,At work,Mobile Data
581.0,42.0,Male,Barzil,38693.0,0.0,,driver,Rural,Instagram,139.0,1.0,9184.0,Vlogs,25.0,3587.0,2.0,11.0,44.0,16.0,,5.0,5.0,Boredom,Smartphone,Android,3:55 PM,7.0,3.0,At home,Mobile Data
582.0,38.0,invalid,invalid,99674.0,1.0,True,,Rural,Facebook,255.0,2.0,3042.0,ASMR,1.0,,9.0,23.0,10.0,80.0,,1.0,9.0,Procrastination,Smartphone,Android,11:30 PM,3.0,7.0,At school,Wi-Fi
583.0,,Other,Japan,73161.0,1.0,False,Teacher,Rural,Facebook,181.0,1.0,8161.0,Vlogs,22.0,8367.0,1.0,11.0,20.0,5.0,,7.0,3.0,Boredom,Smartphone,Windows,,9.0,1.0,At school,Mobile Data
584.0,40.0,Female,India,22169.0,0.0,True,Teacher,Rural,TikTok,73.0,19.0,6392.0,Life Hacks,12.0,722.0,2.0,13.0,6.0,89.0,,1.0,9.0,Habit,Tablet,MacOS,11:30 PM,invalid,7.0,At school,Wi-Fi
585.0,33.0,Male,United States,42052.0,0.0,False,Cashier,Rural,YouTube,40.0,2.0,7288.0,ASMR,5.0,3842.0,1.0,14.0,8.0,38.0,,5.0,5.0,Habit,Tablet,Windows,3:55 PM,7.0,3.0,At home,Mobile Data
586.0,56.0,Female,Japan,91849.0,1.0,True,Labor/Worker,Rural,TikTok,56.0,4.0,67.0,Vlogs,13.0,3674.0,4.0,28.0,45.0,50.0,,7.0,3.0,Entertainment,Smartphone,Android,7:45 AM,9.0,1.0,At work,Mobile Data
587.0,62.0,Male,Vietnam,93851.0,1.0,False,Students,,TikTok,139.0,12.0,8124.0,,27.0,4866.0,4.0,8.0,34.0,38.0,,1.0,9.0,Habit,Smartphone,iOS,11:30 PM,3.0,7.0,At work,Mobile Data
588.0,59.0,Female,India,28036.0,0.0,True,Labor/Worker,Rural,TikTok,119.0,18.0,2751.0,Gaming,15.0,702.0,5.0,25.0,32.0,56.0,,5.0,5.0,Entertainment,Tablet,MacOS,3:55 PM,7.0,3.0,At work,Wi-Fi
589.0,56.0,Male,Barzil,51778.0,1.0,False,Students,Rural,TikTok,78.0,1.0,8662.0,Comedy,22.0,2128.0,5.0,18.0,42.0,63.0,,5.0,5.0,Habit,Smartphone,Android,3:55 PM,7.0,3.0,At work,Wi-Fi
590.0,31.0,Male,Vietnam,47734.0,0.0,True,Waiting staff,Urban,Instagram,67.0,,9917.0,Jokes/Memes,11.0,9118.0,8.0,19.0,4.0,48.0,,1.0,9.0,Boredom,invalid,iOS,11:30 PM,3.0,7.0,At home,Mobile Data
591.0,48.0,Female,,43173.0,0.0,False,Labor/Worker,Rural,Instagram,115.0,14.0,6807.0,Vlogs,8.0,4233.0,3.0,12.0,44.0,90.0,,1.0,9.0,Boredom,Tablet,,11:30 PM,3.0,7.0,At home,Wi-Fi
592.0,22.0,Male,United States,50403.0,1.0,True,Labor/Worker,Rural,YouTube,265.0,4.0,6430.0,Life Hacks,5.0,2517.0,6.0,12.0,39.0,59.0,,5.0,5.0,Habit,Smartphone,Android,3:55 PM,7.0,3.0,,Mobile Data
593.0,52.0,Other,United States,86321.0,1.0,True,Cashier,Rural,TikTok,180.0,5.0,8124.0,ASMR,2.0,1149.0,3.0,18.0,20.0,77.0,,1.0,9.0,Entertainment,Tablet,Windows,11:30 PM,3.0,7.0,At work,Mobile Data
594.0,40.0,Male,Barzil,91675.0,1.0,True,Labor/Worker,Rural,Instagram,171.0,11.0,1632.0,Gaming,12.0,1878.0,invalid,10.0,24.0,44.0,,4.0,,Boredom,Tablet,Android,7:25 PM,6.0,,At home,Mobile Data
,46.0,Male,Mexico,26344.0,0.0,True,Cashier,Rural,YouTube,295.0,13.0,6453.0,Gaming,28.0,9445.0,8.0,7.0,24.0,90.0,,5.0,5.0,Entertainment,Tablet,iOS,3:55 PM,invalid,3.0,At work,Mobile Data
596.0,60.0,Other,India,38800.0,0.0,False,Labor/Worker,Urban,TikTok,80.0,16.0,775.0,Entertainment,2.0,9675.0,1.0,,26.0,55.0,,4.0,6.0,,Smartphone,Android,7:25 PM,6.0,4.0,At home,
597.0,28.0,Male,United States,45372.0,0.0,True,,Rural,Facebook,264.0,13.0,6108.0,Jokes/Memes,26.0,309.0,9.0,,25.0,55.0,,1.0,9.0,Habit,Tablet,Android,11:30 PM,3.0,7.0,At school,
598.0,35.0,Male,Barzil,81516.0,1.0,False,Labor/Worker,Rural,Instagram,64.0,2.0,7805.0,Entertainment,16.0,3952.0,7.0,12.0,36.0,1.0,,,9.0,Boredom,Tablet,Android,11:30 PM,,,At work,Wi-Fi
599.0,64.0,Male,,40538.0,0.0,True,Students,invalid,,12.0,16.0,9679.0,Comedy,21.0,7728.0,4.0,14.0,7.0,8.0,,4.0,6.0,Boredom,Tablet,Windows,7:25 PM,6.0,4.0,At work,Wi-Fi
600.0,29.0,Female,United States,,1.0,False,Labor/Worker,Rural,Facebook,35.0,6.0,4020.0,Pranks,3.0,3049.0,3.0,15.0,10.0,4.0,,1.0,9.0,Entertainment,Computer,iOS,10:15 PM,3.0,7.0,At school,Wi-Fi
601.0,26.0,Female,Philippines,34973.0,0.0,True,Students,Rural,TikTok,135.0,14.0,930.0,Jokes/Memes,,,6.0,16.0,47.0,85.0,,7.0,invalid,Entertainment,Tablet,Android,9:55 AM,9.0,1.0,At home,
602.0,27.0,Male,United States,91155.0,1.0,False,Cashier,Rural,TikTok,62.0,1.0,3013.0,Life Hacks,19.0,9756.0,9.0,2.0,12.0,86.0,,7.0,3.0,Boredom,Computer,iOS,9:55 AM,9.0,1.0,At home,Mobile Data
603.0,61.0,Male,United States,79500.0,1.0,True,Students,Urban,TikTok,207.0,invalid,invalid,Life Hacks,8.0,9692.0,invalid,18.0,1.0,53.0,,1.0,9.0,Habit,Smartphone,Android,10:15 PM,3.0,7.0,At home,Mobile Data
604.0,34.0,Male,Vietnam,56575.0,1.0,False,Waiting staff,Urban,Instagram,197.0,11.0,invalid,Vlogs,7.0,6412.0,4.0,12.0,25.0,58.0,,,5.0,Procrastination,Tablet,Android,4:25 PM,7.0,3.0,invalid,Mobile Data
605.0,55.0,Female,Indonesia,62261.0,1.0,True,Waiting staff,Rural,YouTube,195.0,19.0,7974.0,Trends,1.0,4865.0,5.0,16.0,16.0,37.0,,1.0,9.0,Entertainment,Smartphone,invalid,10:15 PM,3.0,7.0,At work,Mobile Data
606.0,,Male,Barzil,47716.0,0.0,False,Waiting staff,Rural,Facebook,213.0,3.0,9698.0,Gaming,12.0,,9.0,13.0,5.0,49.0,,5.0,5.0,Habit,Smartphone,Android,4:25 PM,7.0,3.0,At home,Mobile Data
607.0,63.0,Female,India,23236.0,0.0,True,Artist,Rural,YouTube,20.0,11.0,4730.0,Entertainment,29.0,605.0,2.0,20.0,,67.0,,5.0,5.0,Entertainment,Smartphone,Android,invalid,7.0,3.0,At home,Mobile Data
608.0,30.0,Female,United States,35848.0,0.0,False,driver,Rural,Instagram,155.0,5.0,7962.0,ASMR,28.0,9573.0,2.0,17.0,4.0,19.0,,,3.0,Entertainment,Smartphone,Android,9:55 AM,9.0,1.0,At work,Wi-Fi
609.0,57.0,Other,United States,,0.0,True,Students,Rural,YouTube,94.0,17.0,2820.0,Life Hacks,5.0,4908.0,5.0,18.0,6.0,1.0,,1.0,9.0,Entertainment,Smartphone,Android,,3.0,7.0,At school,Mobile Data
610.0,59.0,,Philippines,21932.0,0.0,False,Waiting staff,Rural,Instagram,109.0,7.0,6656.0,Jokes/Memes,16.0,8006.0,1.0,3.0,26.0,29.0,,1.0,9.0,Boredom,Smartphone,invalid,10:15 PM,3.0,7.0,At work,Mobile Data
611.0,26.0,Male,India,,1.0,True,Cashier,Rural,TikTok,113.0,10.0,1185.0,Life Hacks,25.0,,,23.0,,87.0,,5.0,5.0,Boredom,Smartphone,iOS,4:25 PM,7.0,3.0,At school,Mobile Data
612.0,44.0,Male,Barzil,28556.0,0.0,invalid,driver,Rural,Facebook,55.0,11.0,8481.0,Life Hacks,4.0,9759.0,5.0,10.0,39.0,33.0,,4.0,6.0,Habit,,MacOS,5:45 PM,6.0,4.0,At work,Mobile Data
613.0,19.0,Other,Germany,,0.0,True,Waiting staff,Rural,TikTok,53.0,3.0,6344.0,Pranks,17.0,6412.0,2.0,,39.0,52.0,,7.0,3.0,Entertainment,,Android,9:55 AM,,1.0,At school,Wi-Fi
614.0,22.0,Male,Vietnam,96118.0,1.0,True,Labor/Worker,Rural,invalid,287.0,10.0,528.0,Trends,24.0,8605.0,9.0,6.0,,41.0,,4.0,6.0,Entertainment,Smartphone,iOS,5:45 PM,6.0,4.0,At work,Wi-Fi
615.0,46.0,Male,Indonesia,70098.0,1.0,True,driver,Rural,TikTok,190.0,10.0,917.0,Trends,21.0,4120.0,2.0,3.0,45.0,23.0,,4.0,6.0,Entertainment,Smartphone,,5:45 PM,6.0,4.0,At home,Mobile Data
,54.0,Male,Barzil,84386.0,1.0,True,driver,Rural,Facebook,196.0,14.0,9901.0,Gaming,2.0,8507.0,7.0,19.0,14.0,5.0,,5.0,5.0,Procrastination,Smartphone,Android,4:25 PM,7.0,3.0,At home,Wi-Fi
617.0,55.0,Male,United States,29569.0,0.0,False,Students,Urban,TikTok,123.0,12.0,3575.0,Entertainment,,4666.0,8.0,4.0,48.0,71.0,,1.0,9.0,Procrastination,,Android,10:15 PM,3.0,invalid,At school,Mobile Data
618.0,36.0,Female,Philippines,76882.0,1.0,True,Labor/Worker,Rural,Facebook,264.0,15.0,3320.0,Vlogs,1.0,4820.0,6.0,,9.0,57.0,,5.0,5.0,Habit,Smartphone,Android,4:25 PM,7.0,3.0,At work,Mobile Data
619.0,25.0,Other,Indonesia,90393.0,1.0,,Manager,Urban,Facebook,39.0,10.0,1407.0,Entertainment,12.0,7835.0,7.0,20.0,,6.0,,5.0,5.0,Habit,Smartphone,Android,4:25 PM,7.0,3.0,,Wi-Fi
620.0,62.0,Male,United States,20340.0,0.0,True,Waiting staff,Urban,TikTok,273.0,10.0,1242.0,Comedy,12.0,1849.0,1.0,23.0,37.0,,,1.0,9.0,Entertainment,Tablet,Android,10:15 PM,3.0,7.0,At home,Wi-Fi
621.0,18.0,Female,Barzil,63949.0,1.0,False,Waiting staff,Rural,Instagram,107.0,19.0,5207.0,Vlogs,12.0,,4.0,3.0,20.0,22.0,,5.0,5.0,Entertainment,Computer,Windows,4:25 PM,7.0,3.0,At work,Wi-Fi
622.0,39.0,Male,India,82443.0,1.0,True,Labor/Worker,Rural,YouTube,invalid,1.0,7250.0,Gaming,19.0,8580.0,7.0,8.0,8.0,77.0,,1.0,9.0,Habit,Smartphone,Android,10:15 PM,3.0,7.0,At home,Mobile Data
623.0,34.0,Male,Germany,94027.0,1.0,False,Labor/Worker,,Instagram,285.0,10.0,3134.0,Vlogs,25.0,2769.0,1.0,8.0,32.0,76.0,,5.0,5.0,Entertainment,Smartphone,MacOS,4:25 PM,,3.0,At school,Mobile Data
624.0,24.0,Male,United States,20138.0,0.0,True,Labor/Worker,Rural,Instagram,290.0,2.0,799.0,Jokes/Memes,17.0,3046.0,1.0,27.0,47.0,4.0,,,6.0,Boredom,,Windows,,6.0,4.0,At home,Mobile Data
625.0,42.0,Male,Indonesia,20358.0,,False,Cashier,Rural,TikTok,284.0,17.0,1524.0,Gaming,20.0,,6.0,29.0,21.0,72.0,,1.0,9.0,Boredom,Tablet,iOS,10:15 PM,3.0,,At home,Mobile Data
626.0,62.0,Female,Indonesia,95250.0,1.0,True,Waiting staff,,YouTube,270.0,7.0,7210.0,Trends,24.0,,4.0,7.0,41.0,64.0,,1.0,9.0,Boredom,Tablet,iOS,10:15 PM,3.0,7.0,At school,
